Model Year,Division,Carline,Comb FE (Guide) - Conventional Fuel
2019,Dodge,Charger,18.0
2019,Dodge,Charger AWD,21.0
2019,Dodge,Charger SRT,16.0
2019,Ford,TAURUS AWD,19.0
2019,Ford,TAURUS AWD,19.0
2019,Ford,TAURUS AWD FFV,19.0
2019,Ford,TAURUS FWD,21.0
2019,Ford,TAURUS FWD FFV,21.0
2019,GENESIS,G80 AWD,20.0
2019,GENESIS,G80 AWD,20.0
2019,GENESIS,G80 AWD,18.0
2019,GENESIS,G80 RWD,20.0
2019,GENESIS,G80 RWD,21.0
2019,GENESIS,G80 RWD,19.0
2019,GENESIS,G90 AWD,20.0
2019,GENESIS,G90 AWD,18.0
2019,GENESIS,G90 RWD,20.0
2019,GENESIS,G90 RWD,19.0
2019,Honda,ACCORD,33.0
2019,Honda,ACCORD,31.0
2019,Honda,ACCORD,30.0
2019,Honda,ACCORD,27.0
2019,Honda,ACCORD,48.0
2019,Honda,ACCORD,26.0
2019,Honda,CIVIC 5Dr,34.0
2019,Honda,CIVIC 5Dr,32.0
2019,Honda,CIVIC 5Dr,33.0
2019,Honda,CIVIC 5Dr,25.0
2019,HYUNDAI MOTOR COMPANY,Elantra GT,28.0
2019,HYUNDAI MOTOR COMPANY,Elantra GT,26.0
2019,HYUNDAI MOTOR COMPANY,Elantra GT,27.0
2019,HYUNDAI MOTOR COMPANY,Ioniq,55.0
2019,HYUNDAI MOTOR COMPANY,Ioniq Blue,58.0
2019,HYUNDAI MOTOR COMPANY,Sonata,31.0
2019,HYUNDAI MOTOR COMPANY,Sonata,26.0
2019,HYUNDAI MOTOR COMPANY,Sonata,28.0
2019,HYUNDAI MOTOR COMPANY,Sonata SE,29.0
2019,Jaguar,XJ,21.0
2019,Jaguar,XJ,18.0
2019,Jaguar,XJ AWD,20.0
2019,Jaguar,XJL,21.0
2019,Jaguar,XJL,18.0
2019,Jaguar,XJL AWD,20.0
2019,KIA MOTORS CORPORATION,Cadenza,23.0
2019,KIA MOTORS CORPORATION,K900,21.0
2019,KIA MOTORS CORPORATION,Optima,31.0
2019,KIA MOTORS CORPORATION,Optima,24.0
2019,KIA MOTORS CORPORATION,Optima,27.0
2019,KIA MOTORS CORPORATION,Optima FE,29.0
2019,Lincoln,CONTINENTAL AWD,20.0
2019,Lincoln,CONTINENTAL AWD,19.0
2019,Lincoln,CONTINENTAL AWD,19.0
2019,Lincoln,CONTINENTAL COACH,19.0
2019,Lincoln,CONTINENTAL FWD,21.0
2019,Lincoln,CONTINENTAL FWD,20.0
2019,MASERATI,QUATTROPORTE S,18.0
2019,MASERATI,QUATTROPORTE SQ4 V6,18.0
2019,MASERATI,QUATTROPORTE V8,17.0
2019,Mercedes-Benz,AMG S 63 4MATIC,20.0
2019,Mercedes-Benz,AMG S 65,16.0
2019,Mercedes-Benz,Maybach S 650,16.0
2019,Mercedes-Benz,S 450,22.0
2019,Mercedes-Benz,S 450 4MATIC,22.0
2019,Mercedes-Benz,S 560,21.0
2019,Mercedes-Benz,S 560 4MATIC,21.0
2019,Mercedes-Benz,S 560 4MATIC Maybach,19.0
2019,Porsche,Panamera,22.0
2019,Porsche,Panamera 4,22.0
2019,Porsche,Panamera 4 Executive,22.0
2019,Porsche,Panamera 4 ST,22.0
2019,Porsche,Panamera 4S,21.0
2019,Porsche,Panamera 4S Executive,21.0
2019,Porsche,Panamera 4S ST,20.0
2019,Porsche,Panamera GTS,19.0
2019,Porsche,Panamera GTS ST,18.0
2019,Porsche,Panamera Turbo,21.0
2019,Porsche,Panamera Turbo Executive,21.0
2019,Porsche,Panamera Turbo ST,20.0
2019,Rolls-Royce Motor Cars Limited,Ghost,14.0
2019,Rolls-Royce Motor Cars Limited,Ghost EWB,14.0
2019,Rolls-Royce Motor Cars Limited,Phantom,14.0
2019,Rolls-Royce Motor Cars Limited,Phantom EWB,14.0
2019,Volkswagen,Arteon,25.0
2019,Volkswagen,Arteon 4Motion,23.0
2019,Audi,A4 allroad quattro,25.0
2019,BMW,330i xDrive Sports Wagon,27.0
2019,Buick,REGAL TOUR X AWD,24.0
2019,Chevrolet,SONIC 5,29.0
2019,Chevrolet,SONIC 5,29.0
2019,FIAT,500L,25.0
2019,Honda,FIT,36.0
2019,Honda,FIT,33.0
2019,Honda,FIT,31.0
2019,Honda,HR-V AWD,29.0
2019,Honda,HR-V AWD,28.0
2019,Honda,HR-V FWD,30.0
2019,Honda,HR-V FWD,30.0
2019,KIA MOTORS CORPORATION,Niro,49.0
2019,KIA MOTORS CORPORATION,Niro FE,50.0
2019,KIA MOTORS CORPORATION,Niro Touring,43.0
2019,KIA MOTORS CORPORATION,Soul,28.0
2019,KIA MOTORS CORPORATION,Soul,28.0
2019,KIA MOTORS CORPORATION,Soul,27.0
2019,KIA MOTORS CORPORATION,Soul,27.0
2019,NISSAN,Rogue Sport,28.0
2019,NISSAN,Rogue Sport AWD,27.0
2019,Subaru,IMPREZA 5-Door,31.0
2019,Subaru,IMPREZA 5-Door,26.0
2019,Subaru,IMPREZA 5-Door SPORT,30.0
2019,Subaru,IMPREZA 5-Door SPORT,25.0
2019,Volkswagen,Golf Alltrack,25.0
2019,Volkswagen,Golf Alltrack,24.0
2019,Volkswagen,Golf SportWagen,31.0
2019,Volkswagen,Golf SportWagen,32.0
2019,Volkswagen,Golf SportWagen 4Motion,24.0
2019,Volkswagen,Golf SportWagen 4Motion,25.0
2019,"Volvo Cars of North America, LLC",V60 AWD,25.0
2019,"Volvo Cars of North America, LLC",V60 CC AWD,25.0
2019,"Volvo Cars of North America, LLC",V60 FWD,28.0
2019,Jaguar,XF Sportbrake AWD,21.0
2019,Mercedes-Benz,AMG E 63 S 4MATIC (Station Wagon,19.0
2019,Mercedes-Benz,AMG GLA 45 4MATIC,25.0
2019,Mercedes-Benz,E 450 4MATIC (station wagon),22.0
2019,NISSAN,MURANO AWD,23.0
2019,NISSAN,MURANO FWD,23.0
2019,Rolls-Royce Motor Cars Limited,Cullinan,14.0
2019,"Volvo Cars of North America, LLC",V90 AWD,25.0
2019,"Volvo Cars of North America, LLC",V90 CC AWD,24.0
2019,"Volvo Cars of North America, LLC",V90 CC AWD,25.0
2019,"Volvo Cars of North America, LLC",V90 FWD,27.0
2019,Chevrolet,COLORADO 2WD,22.0
2019,Chevrolet,COLORADO 2WD,22.0
2019,Chevrolet,COLORADO 2WD,23.0
2019,Chevrolet,COLORADO 2WD,20.0
2019,GMC,CANYON 2WD,22.0
2019,GMC,CANYON 2WD,22.0
2019,GMC,CANYON 2WD,23.0
2019,GMC,CANYON 2WD,20.0
2019,Honda,RIDGELINE FWD,22.0
2019,NISSAN,FRONTIER 2WD,19.0
2019,NISSAN,FRONTIER 2WD,21.0
2019,NISSAN,FRONTIER 2WD,19.0
2019,NISSAN,FRONTIER 2WD,19.0
2019,NISSAN,FRONTIER 2WD FFV,18.0
2019,TOYOTA,TACOMA 2WD,21.0
2019,TOYOTA,TACOMA 2WD,21.0
2019,Chevrolet,COLORADO 4WD,21.0
2019,Chevrolet,COLORADO 4WD,22.0
2019,Chevrolet,COLORADO 4WD,19.0
2019,Chevrolet,COLORADO ZR2 4WD,19.0
2019,Chevrolet,COLORADO ZR2 4WD,17.0
2019,GMC,CANYON 4WD,21.0
2019,GMC,CANYON 4WD,22.0
2019,GMC,CANYON 4WD,19.0
2019,NISSAN,FRONTIER 4WD,17.0
2019,NISSAN,FRONTIER 4WD,18.0
2019,NISSAN,FRONTIER 4WD FFV,17.0
2019,TOYOTA,TACOMA 4WD,20.0
2019,TOYOTA,TACOMA 4WD,20.0
2019,TOYOTA,TACOMA 4WD,18.0
2019,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,18.0
2019,TOYOTA,TACOMA 4WD TRD PRO,20.0
2019,TOYOTA,TACOMA 4WD TRD PRO,18.0
2019,Chevrolet,C10 SILVERADO 2WD,21.0
2019,Chevrolet,C10 SILVERADO 2WD,20.0
2019,Chevrolet,C10 SILVERADO 2WD,17.0
2019,Chevrolet,C10 SILVERADO 2WD,17.0
2019,Chevrolet,C10 SILVERADO 2WD,17.0
2019,Chevrolet,C10 SILVERADO 2WD,19.0
2019,Chevrolet,C10 SILVERADO 2WD,19.0
2019,Chevrolet,C15 SILVERADO LD 2WD,17.0
2019,Ford,F150 2.7L 2WD GVWR>6649 LBS,21.0
2019,Ford,F150 2WD BASE PAYLOAD LT TIRE,21.0
2019,Ford,F150 2WD BASE PAYLOAD LT TIRE,24.0
2019,Ford,F150 2WD BASE PAYLOAD LT TIRE,19.0
2019,Ford,F150 2WD FFV BASE PAYLOAD LT,21.0
2019,Ford,F150 2WD FFV BASE PAYLOAD LT,18.0
2019,Ford,F150 3.5L 2WD GVWR>7599 LBS,19.0
2019,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,17.0
2019,Ford,F150 PICKUP 2WD,22.0
2019,Ford,F150 PICKUP 2WD,25.0
2019,Ford,F150 PICKUP 2WD,21.0
2019,Ford,F150 PICKUP 2WD FFV,22.0
2019,Ford,F150 PICKUP 2WD FFV,19.0
2019,Ford,F150 PICKUP 2WD LIMITED,19.0
2019,Ford,RANGER 2WD,23.0
2019,GMC,C10 SIERRA 2WD,21.0
2019,GMC,C10 SIERRA 2WD,20.0
2019,GMC,C10 SIERRA 2WD,17.0
2019,GMC,C10 SIERRA 2WD,17.0
2019,GMC,C10 SIERRA 2WD,17.0
2019,GMC,C10 SIERRA 2WD,19.0
2019,GMC,C10 SIERRA 2WD,19.0
2019,GMC,C15 SIERRA LTD 2WD,17.0
2019,NISSAN,TITAN 2WD,18.0
2019,RAM,1500 4X2,22.0
2019,RAM,1500 4X2,19.0
2019,RAM,1500 4X2,17.0
2019,RAM,1500 Classic 4X2,23.0
2019,RAM,1500 Classic 4X2,20.0
2019,RAM,1500 Classic 4X2,17.0
2019,RAM,1500 HFE 4X2,23.0
2019,"Roush Industries, Inc.",F150 Pickup 2WD,12.0
2019,TOYOTA,TUNDRA 2WD,16.0
2019,TOYOTA,TUNDRA 2WD,15.0
2019,Chevrolet,K10 SILVERADO 4WD,20.0
2019,Chevrolet,K10 SILVERADO 4WD,19.0
2019,Chevrolet,K10 SILVERADO 4WD,17.0
2019,Chevrolet,K10 SILVERADO 4WD,16.0
2019,Chevrolet,K10 SILVERADO 4WD,17.0
2019,Chevrolet,K10 SILVERADO 4WD,18.0
2019,Chevrolet,K10 SILVERADO 4WD,17.0
2019,Chevrolet,K10 SILVERADO 4WD TRAILBOSS,16.0
2019,Chevrolet,K10 SILVERADO 4WD TRAILBOSS,16.0
2019,Chevrolet,K10 SILVERADO 4WD TRAILBOSS,17.0
2019,Chevrolet,K15 SILVERADO LD 4WD,17.0
2019,Ford,F150 2.7L 4WD GVWR>6799 LBS,20.0
2019,Ford,F150 3.5L 4WD GVWR>7599 LBS,18.0
2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,20.0
2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,22.0
2019,Ford,F150 4WD BASE PAYLOAD LT TIRE,18.0
2019,Ford,F150 4WD FFV BASE PAYLOAD LT,19.0
2019,Ford,F150 4WD FFV BASE PAYLOAD LT,17.0
2019,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,16.0
2019,Ford,F150 PICKUP 4WD,21.0
2019,Ford,F150 PICKUP 4WD,22.0
2019,Ford,F150 PICKUP 4WD,19.0
2019,Ford,F150 PICKUP 4WD FFV,20.0
2019,Ford,F150 PICKUP 4WD FFV,18.0
2019,Ford,F150 PICKUP 4WD LIMITED,19.0
2019,Ford,F150 PICKUP 4WD XL/XLT,24.0
2019,Ford,F150 RAPTOR 4WD,16.0
2019,Ford,RANGER 4WD,22.0
2019,GMC,K10 SIERRA 4WD,20.0
2019,GMC,K10 SIERRA 4WD,19.0
2019,GMC,K10 SIERRA 4WD,17.0
2019,GMC,K10 SIERRA 4WD,16.0
2019,GMC,K10 SIERRA 4WD,17.0
2019,GMC,K10 SIERRA 4WD,17.0
2019,GMC,K10 SIERRA 4WD,17.0
2019,GMC,K10 SIERRA 4WD AT4,17.0
2019,GMC,K10 SIERRA 4WD AT4,17.0
2019,GMC,K15 SIERRA LTD 4WD,17.0
2019,Honda,RIDGELINE AWD,21.0
2019,NISSAN,TITAN 4WD,18.0
2019,NISSAN,TITAN 4WD PRO-4X,17.0
2019,RAM,1500 4X4,21.0
2019,RAM,1500 4X4,19.0
2019,RAM,1500 4X4,17.0
2019,RAM,1500 Classic 4X4,22.0
2019,RAM,1500 Classic 4X4,19.0
2019,RAM,1500 Classic 4X4,17.0
2019,"Roush Industries, Inc.",F150 Pickup 4WD,12.0
2019,TOYOTA,TUNDRA 4WD,16.0
2019,TOYOTA,TUNDRA 4WD,14.0
2019,TOYOTA,TUNDRA 4WD FFV,15.0
2019,Ford,Transit T150 Wagon,16.0
2019,Ford,Transit T150 Wagon,15.0
2019,Ford,TRANSIT T150 WAGON FFV,15.0
2019,Cadillac,XTS HEARSE,17.0
2019,Cadillac,XTS LIMO,17.0
2019,Ford,RANGER 2WD INCOMPLETE,18.0
2019,Ford,TRANSIT CONNECT USPS,22.0
2019,Ford,Transit Connect Van 2WD,25.0
2019,Ford,Transit Connect Van 2WD,22.0
2019,Ford,TRANSIT CONNECT VAN FFV,25.0
2019,Ford,TRANSIT CONNECT WAGON LWB FFV,26.0
2019,Ford,Transit Connect Wagon LWB FWD,26.0
2019,Ford,Transit Connect Wagon LWB FWD,22.0
2019,Mercedes-Benz,Metris (Cargo Van),22.0
2019,Mercedes-Benz,"Metris (Cargo Van, LWB)",22.0
2019,Mercedes-Benz,Metris (Passenger Van),21.0
2019,NISSAN,NV200 Cargo Van,25.0
2019,NISSAN,NV200 NYC Taxi,24.0
2019,RAM,Promaster City,24.0
2019,Lincoln,MKT HEARSE AWD,16.0
2019,Lincoln,MKT LIMO AWD,15.0
2019,Lincoln,MKT LIVERY AWD,18.0
2019,Chevrolet,C10 SILVERADO 2WD CAB CHASSIS,17.0
2019,Chevrolet,C10 SILVERADO 2WD CAB CHASSIS,16.0
2019,Chevrolet,COLORADO CAB CHASSIS 2WD,15.0
2019,Chevrolet,K10 SILVERADO 4WD CAB CHASSIS,15.0
2019,Chevrolet,K10 SILVERADO 4WD CAB CHASSIS,15.0
2019,GMC,C10 SIERRA 2WD CAB CHASSIS,17.0
2019,GMC,C10 SIERRA 2WD CAB CHASSIS,16.0
2019,GMC,CANYON CAB CHASSIS 2WD,15.0
2019,GMC,K10 SIERRA 4WD CAB CHASSIS,15.0
2019,GMC,K10 SIERRA 4WD CAB CHASSIS,15.0
2019,Chrysler,Pacifica,22.0
2019,Chrysler,Pacifica,22.0
2019,Dodge,Grand Caravan,20.0
2019,Dodge,Grand Caravan,20.0
2019,Honda,ODYSSEY FWD,22.0
2019,Honda,ODYSSEY FWD,22.0
2019,KIA MOTORS CORPORATION,Sedona,21.0
2019,TOYOTA,SIENNA,22.0
2019,TOYOTA,SIENNA AWD,20.0
2019,Acura,MDX FWD,23.0
2019,Acura,RDX FWD,24.0
2019,Acura,RDX FWD A-SPEC,24.0
2019,ALFA ROMEO,Stelvio,25.0
2019,Buick,ENCORE,27.0
2019,Buick,ENCORE,28.0
2019,Buick,ENVISION FWD,25.0
2019,Cadillac,XT4 FWD,26.0
2019,Cadillac,XT5,22.0
2019,Chevrolet,BLAZER FWD,24.0
2019,Chevrolet,BLAZER FWD,22.0
2019,Chevrolet,EQUINOX FWD,28.0
2019,Chevrolet,EQUINOX FWD,32.0
2019,Chevrolet,EQUINOX FWD,25.0
2019,Chevrolet,TRAX,28.0
2019,Dodge,Journey,21.0
2019,Dodge,Journey,19.0
2019,Ford,ECOSPORT FWD,28.0
2019,Ford,EDGE FWD,25.0
2019,Ford,ESCAPE FWD,26.0
2019,Ford,ESCAPE FWD,25.0
2019,Ford,ESCAPE FWD,24.0
2019,Ford,ESCAPE FWD FFV,24.0
2019,GMC,TERRAIN FWD,28.0
2019,GMC,TERRAIN FWD,32.0
2019,GMC,TERRAIN FWD,24.0
2019,Honda,CR-V FWD,30.0
2019,Honda,CR-V FWD,28.0
2019,Honda,PASSPORT FWD,22.0
2019,Honda,PILOT FWD,22.0
2019,Honda,PILOT FWD,23.0
2019,HYUNDAI MOTOR COMPANY,Kona FWD,30.0
2019,HYUNDAI MOTOR COMPANY,Kona FWD,30.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe FWD,22.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe FWD,25.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe XL FWD,21.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe XL Ultimate FWD,20.0
2019,HYUNDAI MOTOR COMPANY,Tucson FWD,26.0
2019,HYUNDAI MOTOR COMPANY,Tucson FWD,25.0
2019,INFINITI,QX50,27.0
2019,INFINITI,QX60 FWD,22.0
2019,Jeep,Cherokee FWD,26.0
2019,Jeep,Cherokee FWD,25.0
2019,Jeep,Cherokee FWD,23.0
2019,Jeep,Compass 4X2,25.0
2019,Jeep,Compass 4X2,26.0
2019,Jeep,Renegade 4x2,27.0
2019,Jeep,Renegade 4x2,25.0
2019,KIA MOTORS CORPORATION,Sorento FWD,25.0
2019,KIA MOTORS CORPORATION,Sorento FWD,22.0
2019,KIA MOTORS CORPORATION,Sportage FE FWD,25.0
2019,KIA MOTORS CORPORATION,Sportage FWD,23.0
2019,KIA MOTORS CORPORATION,Sportage FWD,25.0
2019,LEXUS,NX 300,25.0
2019,LEXUS,RX 350,23.0
2019,LEXUS,RX 350L,22.0
2019,Lincoln,MKC  FWD,23.0
2019,Lincoln,NAUTILUS FWD,23.0
2019,Lincoln,NAUTILUS FWD,22.0
2019,MAZDA,CX-5 2WD,29.0
2019,MAZDA,CX-5 2WD,28.0
2019,MAZDA,CX-5 2WD,25.0
2019,MAZDA,CX-9 2WD,24.0
2019,Mercedes-Benz,GLA 250,27.0
2019,Mercedes-Benz,GLC 300,24.0
2019,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,26.0
2019,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,27.0
2019,Mitsubishi Motors Corporation,OUTLANDER 2WD,27.0
2019,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,27.0
2019,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,25.0
2019,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,25.0
2019,NISSAN,PATHFINDER 2WD,23.0
2019,NISSAN,ROGUE FWD,29.0
2019,NISSAN,ROGUE FWD Hybrid,34.0
2019,TOYOTA,HIGHLANDER,22.0
2019,TOYOTA,HIGHLANDER,23.0
2019,TOYOTA,HIGHLANDER LE/XLE/SE/LTD,23.0
2019,TOYOTA,RAV4,30.0
2019,Volkswagen,Atlas,22.0
2019,Volkswagen,Atlas,19.0
2019,Volkswagen,Tiguan,25.0
2019,"Volvo Cars of North America, LLC",XC40 FWD,27.0
2019,"Volvo Cars of North America, LLC",XC60 FWD,24.0
2019,Acura,MDX AWD,27.0
2019,Acura,MDX AWD,22.0
2019,Acura,MDX AWD A-spec,21.0
2019,Acura,RDX AWD,23.0
2019,Acura,RDX AWD A-SPEC,23.0
2019,ALFA ROMEO,Stelvio AWD,24.0
2019,ALFA ROMEO,Stelvio AWD,19.0
2019,Audi,Q3 quattro,22.0
2019,Audi,Q5,24.0
2019,Audi,SQ5,21.0
2019,BMW,X3 M40i,23.0
2019,BMW,X3 sDrive30i,26.0
2019,BMW,X3 xDrive30i,25.0
2019,BMW,X4 M40i,23.0
2019,BMW,X4 xDrive30i,25.0
2019,Buick,ENCORE AWD,26.0
2019,Buick,ENCORE AWD,27.0
2019,Buick,ENVISION AWD,22.0
2019,Buick,ENVISION AWD,24.0
2019,Cadillac,XT4 AWD,24.0
2019,Cadillac,XT5 AWD,21.0
2019,Chevrolet,BLAZER AWD,21.0
2019,Chevrolet,EQUINOX AWD,27.0
2019,Chevrolet,EQUINOX AWD,32.0
2019,Chevrolet,EQUINOX AWD,24.0
2019,Chevrolet,TRAX AWD,26.0
2019,Dodge,Journey AWD,19.0
2019,FIAT,500X AWD,26.0
2019,Ford,ECOSPORT AWD,25.0
2019,Ford,EDGE AWD,23.0
2019,Ford,EDGE AWD,21.0
2019,Ford,ESCAPE AWD,24.0
2019,Ford,ESCAPE AWD,23.0
2019,GMC,TERRAIN AWD,26.0
2019,GMC,TERRAIN AWD,32.0
2019,GMC,TERRAIN AWD,23.0
2019,Honda,CR-V AWD,29.0
2019,Honda,CR-V AWD,27.0
2019,Honda,PASSPORT AWD,21.0
2019,Honda,PILOT AWD,21.0
2019,Honda,PILOT AWD,22.0
2019,HYUNDAI MOTOR COMPANY,Kona AWD,27.0
2019,HYUNDAI MOTOR COMPANY,Kona AWD,27.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe AWD,21.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe AWD,23.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe XL AWD,20.0
2019,HYUNDAI MOTOR COMPANY,Santa Fe XL Ultimate AWD,19.0
2019,HYUNDAI MOTOR COMPANY,Tucson AWD,23.0
2019,HYUNDAI MOTOR COMPANY,Tucson AWD,23.0
2019,INFINITI,QX50 AWD,26.0
2019,INFINITI,QX60 AWD,22.0
2019,Jaguar,F-Pace,29.0
2019,Jaguar,F-Pace,24.0
2019,Jaguar,F-Pace,20.0
2019,Jaguar,F-Pace,18.0
2019,Jaguar,Jaguar E-Pace P250,24.0
2019,Jaguar,Jaguar E-Pace P300,23.0
2019,Jeep,Cherokee 4X4,24.0
2019,Jeep,Cherokee 4X4,24.0
2019,Jeep,Cherokee 4X4,22.0
2019,Jeep,Cherokee 4x4 Active Drive II,23.0
2019,Jeep,Cherokee 4x4 Active Drive II,21.0
2019,Jeep,Cherokee Trailhawk 4X4,22.0
2019,Jeep,Cherokee Trailhawk 4X4,21.0
2019,Jeep,Compass 4X4,25.0
2019,Jeep,Compass 4X4,25.0
2019,Jeep,Renegade 4x4,26.0
2019,Jeep,Renegade 4x4,24.0
2019,Jeep,Renegade Trailhawk 4x4,24.0
2019,Jeep,Wrangler 4X4,24.0
2019,Jeep,Wrangler 4X4,20.0
2019,Jeep,Wrangler 4X4,20.0
2019,Jeep,Wrangler Unlimited 4X4,22.0
2019,Jeep,Wrangler Unlimited 4X4,20.0
2019,Jeep,Wrangler Unlimited 4X4,19.0
2019,KIA MOTORS CORPORATION,Sorento AWD,23.0
2019,KIA MOTORS CORPORATION,Sorento AWD,21.0
2019,KIA MOTORS CORPORATION,Sportage AWD,21.0
2019,KIA MOTORS CORPORATION,Sportage AWD,23.0
2019,KIA MOTORS CORPORATION,Sportage FE AWD,22.0
2019,Land Rover,Discovery Sport,22.0
2019,Land Rover,Discovery Sport Si4,22.0
2019,Land Rover,Range Rover Evoque 237HP,25.0
2019,Land Rover,Range Rover Evoque 286HP,24.0
2019,Land Rover,Range Rover Evoque Cabriolet,24.0
2019,Land Rover,Range Rover Velar,28.0
2019,Land Rover,Range Rover Velar,23.0
2019,Land Rover,Range Rover Velar,20.0
2019,LEXUS,NX 300 AWD,24.0
2019,LEXUS,NX 300 AWD F SPORT,24.0
2019,LEXUS,NX 300h AWD,31.0
2019,LEXUS,RX 350 AWD,22.0
2019,LEXUS,RX 350L AWD,21.0
2019,Lincoln,MKC  AWD,22.0
2019,Lincoln,MKC  AWD,21.0
2019,Lincoln,MKC  AWD,20.0
2019,Lincoln,NAUTILUS AWD,22.0
2019,Lincoln,NAUTILUS AWD,21.0
2019,MAZDA,CX-5 4WD,28.0
2019,MAZDA,CX-5 4WD,26.0
2019,MAZDA,CX-5 4WD,24.0
2019,MAZDA,CX-9 4WD,23.0
2019,Mercedes-Benz,AMG GLC 43 4MATIC,21.0
2019,Mercedes-Benz,AMG GLC 43 4MATIC (coupe),21.0
2019,Mercedes-Benz,AMG GLC 63 4MATIC,18.0
2019,Mercedes-Benz,AMG GLC 63 4MATIC (coupe),18.0
2019,Mercedes-Benz,AMG GLC 63 S 4MATIC (coupe),18.0
2019,Mercedes-Benz,GLA 250 4MATIC,26.0
2019,Mercedes-Benz,GLA 250 4MATIC,26.0
2019,Mercedes-Benz,GLC 300 4MATIC,24.0
2019,Mercedes-Benz,GLC 300 4MATIC (Coupe),23.0
2019,Mitsubishi Motors Corporation,ECLIPSE CROSS 4WD,25.0
2019,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 4WD,26.0
2019,Mitsubishi Motors Corporation,OUTLANDER 4WD,26.0
2019,Mitsubishi Motors Corporation,OUTLANDER 4WD,22.0
2019,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,26.0
2019,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,25.0
2019,NISSAN,PATHFINDER 4WD,22.0
2019,NISSAN,PATHFINDER 4WD PLATINUM,21.0
2019,NISSAN,ROGUE AWD,27.0
2019,NISSAN,ROGUE AWD Hybrid,33.0
2019,Porsche,Macan,21.0
2019,Porsche,Macan S,20.0
2019,Subaru,CROSSTREK AWD,29.0
2019,Subaru,CROSSTREK AWD,25.0
2019,Subaru,FORESTER AWD,29.0
2019,Subaru,OUTBACK AWD,28.0
2019,Subaru,OUTBACK AWD,22.0
2019,TOYOTA,RAV4 AWD,28.0
2019,TOYOTA,RAV4 AWD,30.0
2019,TOYOTA,RAV4 HYBRID AWD,40.0
2019,Volkswagen,Tiguan 4Motion,24.0
2019,"Volvo Cars of North America, LLC",XC40 AWD,26.0
2019,"Volvo Cars of North America, LLC",XC60 AWD,22.0
2019,"Volvo Cars of North America, LLC",XC60 AWD,23.0
2019,BMW,X6 sDrive35i,20.0
2019,Buick,ENCLAVE,21.0
2019,Cadillac,ESCALADE 2WD,17.0
2019,Chevrolet,C1500 SUBURBAN 2WD,18.0
2019,Chevrolet,C1500 SUBURBAN 2WD,18.0
2019,Chevrolet,C1500 SUBURBAN 2WD,17.0
2019,Chevrolet,C1500 TAHOE 2WD,18.0
2019,Chevrolet,C1500 TAHOE 2WD,18.0
2019,Chevrolet,C1500 TAHOE 2WD,17.0
2019,Chevrolet,TRAVERSE FWD,22.0
2019,Chevrolet,TRAVERSE FWD,21.0
2019,Dodge,Durango RWD,21.0
2019,Dodge,Durango RWD,17.0
2019,Ford,Expedition 2WD,20.0
2019,Ford,Expedition MAX 2WD,19.0
2019,Ford,EXPLORER FFV 2WD,20.0
2019,Ford,EXPLORER FWD,22.0
2019,Ford,EXPLORER FWD,20.0
2019,Ford,Flex FWD,19.0
2019,GMC,ACADIA FWD,23.0
2019,GMC,ACADIA FWD,21.0
2019,GMC,C1500 YUKON 2WD,18.0
2019,GMC,C1500 YUKON 2WD,18.0
2019,GMC,C1500 YUKON 2WD,17.0
2019,GMC,C1500 YUKON XL 2WD,18.0
2019,GMC,C1500 YUKON XL 2WD,18.0
2019,GMC,C1500 YUKON XL 2WD,17.0
2019,INFINITI,QX80 2WD,16.0
2019,Jeep,Grand Cherokee 4X2,21.0
2019,Lincoln,MKT FWD,19.0
2019,Lincoln,Navigator 2WD,19.0
2019,Lincoln,Navigator L 2WD,18.0
2019,NISSAN,ARMADA 2WD,16.0
2019,TOYOTA,4RUNNER 2WD,18.0
2019,TOYOTA,SEQUOIA 2WD,15.0
2019,"Volvo Cars of North America, LLC",XC90 FWD,24.0
2019,Audi,Q7,21.0
2019,Audi,Q7,21.0
2019,Audi,Q8,19.0
2019,Bentley,Bentayga,17.0
2019,BMW,X5 xDrive40i,22.0
2019,BMW,X5 xDrive50i,19.0
2019,BMW,X6 M,16.0
2019,BMW,X6 xDrive35i,20.0
2019,BMW,X6 xDrive50i,19.0
2019,BMW,X7 xDrive40i,22.0
2019,BMW,X7 xDrive50i,17.0
